,carat,cut,color,clarity,depth,table,price,length,width,height
15353,1.17,Premium,H,VS2,62.4,57.0,6163,6.74,6.69,4.19
3784,0.74,Premium,E,VS1,61.1,58.0,3462,5.81,5.84,3.56
1918,0.6,Ideal,E,VVS1,62.5,53.7,3082,5.35,5.43,3.38
5107,0.72,Ideal,F,VS1,60.7,57.0,3759,5.79,5.87,3.54
50475,0.71,Very Good,F,SI2,63.4,57.0,2266,5.7,5.63,3.59
35894,0.32,Ideal,G,IF,60.9,57.0,918,4.41,4.46,2.7
53280,0.3,Good,D,SI1,63.1,55.0,552,4.28,4.31,2.71
23777,1.06,Ideal,D,VVS2,62.0,57.0,11837,6.52,6.54,4.05
32442,0.43,Very Good,F,SI1,62.4,57.0,792,4.79,4.82,3.0
22353,0.31,Premium,H,VS2,60.0,60.0,628,4.43,4.4,2.65
21173,1.53,Very Good,H,SI1,60.4,60.0,9332,7.39,7.44,4.48
18693,0.29,Ideal,E,VS1,61.2,56.0,619,4.27,4.29,2.61
33676,0.32,Ideal,E,VVS2,60.8,56.0,837,4.43,4.45,2.7
50267,0.52,Ideal,G,VVS2,61.7,55.0,2238,5.15,5.2,3.19
20433,1.51,Very Good,J,VVS2,60.6,58.0,8789,7.36,7.4,4.47
28461,0.32,Very Good,H,VVS1,62.3,56.0,672,4.35,4.37,2.72
9646,1.01,Good,G,SI1,62.8,58.0,4641,6.36,6.29,3.97
43125,0.5,Very Good,E,VS2,63.0,58.0,1386,5.07,5.09,3.2
40334,0.4,Very Good,D,VVS2,62.0,61.0,1128,4.7,4.72,2.92
7313,1.0,Very Good,G,SI2,62.8,57.0,4207,6.31,6.37,3.98
35891,0.32,Ideal,G,IF,61.3,56.0,918,4.4,4.44,2.71
15464,1.2,Very Good,I,VS1,62.6,59.0,6192,6.69,6.73,4.2
23885,1.52,Premium,H,VVS2,61.2,58.0,11979,7.48,7.41,4.56
27898,0.4,Good,G,SI1,63.1,56.0,655,4.72,4.75,2.99
40129,0.41,Premium,F,VVS2,60.6,58.0,1115,4.79,4.84,2.92
39540,0.4,Ideal,F,VS2,62.9,57.0,1080,4.72,4.69,2.96
1761,0.71,Very Good,D,VS2,62.8,56.0,3045,5.67,5.7,3.57
33327,0.35,Ideal,D,SI1,61.3,57.0,827,4.57,4.54,2.79
40251,0.6,Ideal,I,SI2,62.2,54.0,1125,5.4,5.44,3.37
33815,0.4,Good,I,VVS1,63.5,57.0,842,4.65,4.68,2.96
53220,0.71,Ideal,I,VS1,61.8,54.0,2637,5.77,5.72,3.56
43756,0.41,Ideal,F,IF,61.9,56.0,1439,4.77,4.79,2.96
40084,0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75
29707,0.31,Ideal,G,VVS2,61.4,56.0,707,4.35,4.38,2.68
51761,0.53,Ideal,D,VVS2,62.2,56.0,2407,5.19,5.23,3.24
21922,1.06,Very Good,E,VVS2,61.8,58.0,9997,6.52,6.56,4.04
37323,0.3,Premium,D,VS1,61.6,57.0,979,4.33,4.3,2.66
46028,0.57,Premium,I,VVS1,62.1,58.0,1728,5.32,5.25,3.28
18748,1.15,Very Good,D,VS2,61.4,57.0,7662,6.7,6.78,4.14
25369,0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59
48111,0.5,Ideal,G,VVS2,61.2,56.0,1935,5.13,5.1,3.13
44668,0.32,Ideal,H,VS2,61.3,56.0,523,4.42,4.45,2.72
7221,0.89,Ideal,D,SI2,60.8,56.0,4192,6.22,6.25,3.79
45236,0.52,Very Good,H,VS1,62.2,55.0,1659,5.15,5.18,3.21
15374,0.36,Very Good,G,SI1,61.8,57.8,606,4.52,4.58,2.81
17810,1.01,Ideal,G,VS1,61.8,58.0,7178,6.4,6.42,3.96
32208,0.35,Ideal,F,VS1,62.4,57.0,788,4.49,4.52,2.81
48506,0.7,Premium,H,SI2,61.7,58.0,1982,5.72,5.69,3.52
48296,0.53,Ideal,G,VVS1,62.1,56.0,1958,5.19,5.21,3.23
26506,1.51,Very Good,E,VS1,59.5,59.0,16129,7.48,7.54,4.47
17207,1.24,Premium,E,SI1,59.7,59.0,6875,7.07,6.99,4.2
1806,0.79,Ideal,E,SI1,62.1,54.0,3053,5.96,5.92,3.69
34660,0.31,Ideal,E,VS2,61.7,55.0,872,4.36,4.33,2.68
13835,1.0,Ideal,D,SI1,62.8,55.0,5639,6.3,6.38,3.98
27335,2.16,Premium,J,VVS1,61.5,58.0,17891,8.36,8.26,5.11
42530,0.4,Ideal,F,VVS1,62.5,57.0,1323,4.75,4.72,2.96
12675,1.01,Premium,D,SI1,58.3,58.0,5305,6.65,6.59,3.86
31156,0.41,Good,E,SI1,63.5,57.0,755,4.69,4.73,2.99
39279,0.34,Good,H,SI1,63.7,57.0,490,4.44,4.45,2.83
51749,0.78,Very Good,H,SI2,62.6,59.0,2405,5.81,5.85,3.65
42617,0.32,Premium,I,VS1,61.0,60.0,505,4.42,4.47,2.71
15630,1.01,Premium,F,VS2,62.3,58.0,6271,6.34,6.3,3.94
88,0.24,Premium,H,VVS2,60.7,58.0,554,4.07,4.04,2.46
46842,0.7,Fair,H,VS1,67.2,55.0,1811,5.48,5.54,3.7
17811,1.01,Very Good,G,VS1,60.9,55.0,7179,6.46,6.51,3.95
45682,0.5,Ideal,F,VS1,61.6,57.0,1695,5.07,5.09,3.13
1172,0.74,Very Good,E,SI1,61.0,58.0,2929,5.82,5.85,3.56
15322,1.01,Very Good,G,VS1,62.8,58.0,6152,6.34,6.37,3.99
20718,0.31,Premium,G,VS1,62.4,58.0,625,4.31,4.34,2.7
32393,0.31,Ideal,E,VVS2,61.6,55.0,791,4.37,4.4,2.7
37479,0.35,Ideal,H,IF,61.9,55.0,984,4.54,4.51,2.8
19261,1.19,Very Good,G,VS1,59.1,58.0,7989,6.96,7.05,4.14
41357,0.6,Premium,H,SI1,60.1,61.0,1219,5.43,5.39,3.25
48332,0.62,Ideal,D,SI1,62.2,55.0,1959,5.45,5.51,3.41
46310,0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71
13802,1.21,Ideal,H,SI2,62.6,56.0,5624,6.84,6.77,4.26
39283,0.3,Ideal,H,VS2,62.2,54.0,491,4.33,4.35,2.7
14975,1.25,Good,F,SI2,59.0,61.0,6032,7.01,7.06,4.15
42176,0.5,Ideal,F,SI1,61.0,56.0,1286,5.15,5.17,3.15
9890,0.9,Very Good,H,VS1,63.6,55.0,4685,6.15,6.11,3.9
49262,0.71,Fair,F,SI1,62.6,57.0,2088,5.73,5.68,3.57
32664,0.31,Premium,G,VS1,59.5,59.0,802,4.47,4.4,2.64
19252,1.6,Ideal,H,VS2,61.5,56.0,7983,7.57,7.52,4.64
26978,2.15,Ideal,H,SI2,61.8,57.0,17063,8.24,8.3,5.11
18729,1.7,Premium,J,SI2,63.0,60.0,7650,7.59,7.53,4.76
21310,1.04,Ideal,G,VVS2,61.5,57.0,9465,6.51,6.54,4.01
47581,0.7,Premium,G,SI2,61.0,58.0,1875,5.75,5.72,3.5
15175,1.01,Premium,F,VS2,62.0,59.0,6097,6.45,6.38,3.98
14478,1.5,Fair,J,VS2,64.5,59.0,5846,7.2,7.07,4.6
50860,0.54,Premium,E,VVS2,61.0,59.0,2313,5.28,5.27,3.22
2031,0.72,Ideal,F,VS1,62.4,55.0,3105,5.78,5.75,3.6
19874,1.5,Very Good,J,VVS2,63.3,57.0,8427,7.28,7.25,4.6
46745,0.6,Premium,D,SI1,62.9,58.0,1799,5.39,5.33,3.37
52042,0.71,Ideal,H,VS2,60.9,55.0,2450,5.76,5.74,3.5
41667,0.4,Ideal,I,VVS2,62.0,56.0,1240,4.74,4.77,2.95
997,0.72,Good,F,VS1,59.4,61.0,2897,5.82,5.89,3.48
26677,0.29,Very Good,G,VS1,62.1,59.0,426,4.22,4.25,2.63
27077,1.6,Premium,G,VVS1,61.5,58.0,17204,7.48,7.58,4.63
8029,0.96,Ideal,F,VS1,61.7,56.0,4333,6.4,6.34,3.93
51124,0.7,Fair,D,SI1,66.5,55.0,2339,5.51,5.47,3.65
20464,1.54,Very Good,G,SI2,61.5,61.0,8808,7.35,7.42,4.54
2853,0.73,Ideal,G,VS1,60.2,56.0,3273,5.86,5.9,3.54
35950,0.3,Ideal,F,SI1,61.4,55.0,475,4.34,4.36,2.67
3630,0.71,Ideal,G,VS1,61.8,57.0,3431,5.69,5.73,3.53
8996,1.04,Very Good,I,VS2,61.9,58.0,4511,6.47,6.55,4.03
38098,0.36,Premium,E,VS2,59.8,62.0,1013,4.61,4.56,2.74
32457,0.39,Ideal,H,VVS2,62.0,55.0,794,4.68,4.7,2.91
32486,0.41,Premium,D,SI2,59.9,60.0,795,4.8,4.78,2.87
36750,0.33,Ideal,D,VVS2,60.9,57.0,955,4.46,4.48,2.72
35771,0.4,Very Good,E,VS2,61.2,60.0,912,4.79,4.68,2.9
24143,1.7,Very Good,I,VS1,62.3,58.1,12311,7.57,7.66,4.74
1929,1.01,Premium,H,SI2,59.4,62.0,3083,6.47,6.43,3.83
27327,2.11,Very Good,E,SI2,62.4,61.0,17871,8.1,8.19,5.08
10494,0.76,Very Good,E,IF,61.9,56.0,4798,5.83,5.85,3.62
33580,0.38,Ideal,H,VVS2,62.3,53.3,832,4.65,4.69,2.91
41742,0.5,Premium,D,SI2,62.6,58.0,1243,5.04,4.96,3.13
34679,0.38,Ideal,G,VVS2,60.7,57.0,873,4.7,4.73,2.86
40939,0.25,Very Good,I,VVS2,62.1,56.0,500,4.03,4.05,2.51
45989,0.3,Very Good,H,VS1,63.0,58.0,526,4.23,4.28,2.68
21884,1.22,Ideal,G,VS2,60.1,57.0,9954,6.96,7.01,4.2
37399,0.37,Ideal,D,VVS2,60.5,57.0,983,4.65,4.68,2.82
12347,1.0,Very Good,D,SI2,60.5,60.0,5227,6.41,6.44,3.89
52961,0.24,Very Good,E,VVS1,62.5,59.0,552,3.96,4.01,2.49
42837,0.41,Premium,F,VVS1,62.1,56.0,1356,4.79,4.78,2.97
20061,0.31,Very Good,G,VS1,63.0,57.0,625,4.28,4.32,2.71
8449,1.01,Premium,H,SI2,60.3,60.0,4412,6.49,6.45,3.9
35315,0.37,Ideal,E,VVS2,62.5,53.0,896,4.59,4.63,2.88
21771,1.23,Ideal,D,VS2,62.3,57.0,9836,6.86,6.82,4.26
2347,1.03,Premium,H,I1,61.1,60.0,3172,6.46,6.51,3.96
16619,1.0,Very Good,G,VS1,62.4,57.0,6642,6.38,6.41,3.99
44370,0.58,Ideal,E,SI1,62.2,58.0,1580,5.3,5.38,3.32
20754,1.19,Good,G,VVS2,61.1,61.0,8995,6.86,6.83,4.18
39237,0.51,Very Good,I,SI1,62.5,58.0,1068,5.05,5.12,3.18
23067,1.51,Fair,E,SI1,58.4,70.0,11102,7.55,7.39,4.36
27746,2.07,Ideal,G,SI2,62.5,55.0,18804,8.2,8.13,5.11
32593,0.3,Ideal,F,VVS1,62.0,55.0,802,4.3,4.34,2.68
39596,0.34,Ideal,E,VVS1,62.1,57.0,1084,4.5,4.46,2.78
1216,0.8,Ideal,E,SI2,60.8,56.0,2939,6.02,6.01,3.66
14616,1.14,Good,E,SI1,60.9,64.0,5899,6.78,6.68,4.09
27355,2.0,Good,G,SI1,59.1,61.0,17930,8.14,8.18,4.82
30152,0.32,Premium,E,SI1,62.8,57.0,720,4.39,4.34,2.74
47171,0.59,Premium,D,SI1,62.8,57.0,1835,5.38,5.32,3.36
2844,0.56,Ideal,D,VVS1,61.8,56.0,3270,5.28,5.31,3.27
13377,0.26,Very Good,D,VS1,63.3,57.0,420,4.03,4.06,2.56
44990,0.31,Ideal,I,SI1,62.7,56.0,523,4.34,4.3,2.71
43596,0.31,Ideal,I,VS1,62.4,53.0,507,4.33,4.36,2.71
14622,1.21,Ideal,H,VS1,62.0,57.0,5902,6.79,6.75,4.19
30359,0.39,Ideal,D,SI1,60.6,55.0,729,4.73,4.78,2.88
34200,0.33,Ideal,F,VS2,61.9,57.0,854,4.42,4.4,2.73
35683,0.41,Good,E,VS2,63.1,64.0,910,4.63,4.66,2.93
9516,1.22,Ideal,I,SI2,61.8,57.0,4612,6.9,6.83,4.23
17381,0.34,Premium,E,SI2,61.5,58.0,612,4.52,4.49,2.77
31255,0.32,Ideal,D,VS2,61.6,56.0,758,4.37,4.4,2.7
6574,1.04,Ideal,H,SI2,62.2,56.0,4077,6.51,6.48,4.04
3854,0.72,Ideal,G,VS1,61.3,56.0,3478,5.75,5.8,3.54
32889,0.36,Premium,E,SI1,60.9,60.0,810,4.61,4.56,2.79
27839,0.39,Ideal,D,SI2,61.6,56.0,651,4.69,4.72,2.9
46683,0.7,Good,I,SI1,62.8,59.0,1790,5.59,5.65,3.53
37476,0.42,Premium,G,VS1,62.5,59.0,984,4.79,4.72,2.97
13143,1.33,Premium,H,SI2,61.0,59.0,5437,7.1,7.06,4.32
44671,0.7,Very Good,J,SI2,63.6,56.0,1609,5.57,5.63,3.56
12943,1.01,Fair,D,SI1,66.0,57.0,5385,6.29,6.22,4.13
15105,1.22,Very Good,H,SI1,61.2,60.0,6071,6.83,6.9,4.2
38170,0.34,Ideal,G,IF,61.9,57.0,1014,4.47,4.48,2.77
20821,1.0,Premium,E,VVS2,61.6,59.0,9050,6.46,6.42,3.97
24157,1.51,Premium,H,VVS1,60.6,60.0,12336,7.42,7.4,4.49
53789,0.73,Ideal,D,SI2,61.8,56.0,2729,5.77,5.82,3.58
36241,0.47,Very Good,I,VS2,63.2,56.0,935,4.92,4.98,3.13
47859,0.67,Ideal,G,VS2,61.4,57.0,1910,5.7,5.67,3.49
36186,0.43,Very Good,D,VS2,59.1,58.0,931,4.92,4.96,2.92
19916,1.51,Good,I,SI1,63.7,58.0,8464,7.26,7.22,4.61
18961,1.02,Good,G,VVS2,63.1,59.0,7800,6.38,6.45,4.05
21465,1.53,Ideal,H,SI2,61.2,56.0,9562,7.46,7.43,4.56
18130,1.51,Premium,H,SI2,60.2,62.0,7340,7.43,7.38,4.46
46628,0.3,Ideal,G,VS2,61.3,56.0,526,4.28,4.33,2.64
32896,0.36,Ideal,E,SI1,62.9,56.0,810,4.57,4.52,2.86
613,0.73,Ideal,G,VS2,61.8,54.0,2839,5.8,5.82,3.59
4219,0.9,Very Good,F,SI2,62.4,58.0,3569,6.15,6.19,3.85
15566,1.03,Ideal,G,VS2,61.8,56.0,6241,6.54,6.48,4.02
13574,1.01,Very Good,E,SI1,60.0,60.0,5556,6.45,6.49,3.88
38980,0.36,Good,E,IF,57.7,54.0,1053,4.74,4.79,2.75
2706,0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68
6362,0.32,Ideal,I,VS2,63.0,57.0,576,4.37,4.33,2.74
15636,1.01,Premium,F,VS2,62.5,58.0,6271,6.43,6.4,4.01
17521,1.04,Very Good,G,VS1,61.8,58.0,7049,6.5,6.55,4.03
46048,0.5,Ideal,F,VS1,61.0,56.0,1731,5.14,5.15,3.14
19723,1.21,Ideal,G,VS2,61.5,56.0,8294,6.83,6.88,4.22
16729,0.3,Premium,D,VS1,60.2,59.0,610,4.39,4.42,2.65
30297,0.3,Premium,D,SI2,62.4,58.0,447,4.28,4.31,2.68
26566,2.04,Ideal,F,SI2,62.3,57.0,16261,8.05,8.13,5.04
40863,0.56,Very Good,I,SI1,61.8,56.0,1175,5.22,5.3,3.25
6919,1.0,Good,H,SI1,56.8,65.0,4138,6.61,6.49,3.72
53004,0.7,Premium,F,SI1,60.0,60.0,2596,5.62,5.55,3.6
10320,1.07,Ideal,I,VS2,62.1,56.0,4764,6.61,6.53,4.08
41675,0.33,Ideal,F,IF,61.3,55.0,1240,4.47,4.5,2.75
6099,0.91,Premium,G,SI1,62.6,58.0,3975,6.17,6.14,3.85
27298,2.05,Premium,D,SI1,60.4,58.0,17776,8.26,8.16,4.96
48441,0.51,Ideal,G,VVS2,61.6,56.0,1974,5.17,5.12,3.17
48694,0.71,Good,I,VS1,64.2,57.0,2007,5.62,5.57,3.59
40471,0.38,Premium,D,VS1,61.9,60.0,1140,4.66,4.62,2.87
40997,0.5,Very Good,H,SI1,63.1,59.0,1181,5.02,4.96,3.15
12033,0.34,Premium,G,VS2,61.8,58.0,596,4.47,4.5,2.77
43236,0.51,Very Good,D,SI1,62.2,58.0,1398,5.08,5.11,3.17
11672,1.08,Ideal,G,SI2,61.3,57.0,5057,6.55,6.64,4.04
3869,1.13,Premium,H,I1,62.7,59.0,3480,6.58,6.63,4.14
4230,0.91,Very Good,D,SI2,58.3,60.0,3573,6.33,6.4,3.71
23446,1.58,Ideal,I,VVS1,61.9,55.0,11435,7.47,7.51,4.64
35508,0.41,Premium,E,SI1,62.8,58.0,904,4.77,4.72,2.98
14078,1.2,Premium,I,SI1,62.6,59.0,5712,6.85,6.79,4.27
24241,2.01,Fair,G,SI2,56.2,63.0,12450,8.28,8.23,4.64
38681,0.3,Ideal,F,VVS1,61.4,56.0,1041,4.33,4.37,2.67
43126,0.58,Ideal,H,SI1,60.6,56.0,1386,5.44,5.49,3.31
29828,0.42,Very Good,F,SI2,61.5,59.0,710,4.81,4.85,2.97
24771,2.0,Premium,H,SI2,61.5,61.0,13134,8.13,8.1,4.99
10506,1.02,Ideal,E,SI2,60.3,57.0,4798,6.53,6.5,3.95
50483,0.7,Ideal,G,SI2,62.6,56.0,2268,5.69,5.66,3.55
8962,0.93,Good,G,VS1,63.8,59.0,4503,6.15,6.21,3.94
51665,0.55,Ideal,G,IF,62.0,55.0,2398,5.25,5.29,3.27
3851,0.91,Very Good,J,VS2,61.9,59.0,3478,6.11,6.16,3.8
24279,1.72,Premium,I,VVS2,62.7,58.0,12509,7.6,7.54,4.75
19407,1.25,Premium,G,VS2,61.9,58.0,8064,6.91,6.85,4.26
46199,0.84,Good,F,I1,60.8,64.0,1749,6.05,6.03,3.67
31114,0.42,Very Good,H,SI1,61.1,57.0,754,4.84,4.87,2.96
17757,1.5,Very Good,I,SI2,63.1,59.0,7150,7.24,7.15,4.54
41441,0.59,Fair,I,VS1,64.4,59.0,1229,5.29,5.21,3.38
47724,0.54,Very Good,E,VS1,61.8,58.0,1889,5.23,5.28,3.25
35149,0.32,Ideal,E,VVS2,62.3,55.0,890,4.37,4.4,2.73
6136,1.13,Very Good,I,SI2,59.1,63.0,3987,6.85,6.82,4.04
35931,0.43,Premium,D,SI2,61.1,58.0,919,4.9,4.86,2.98
26053,2.01,Good,E,SI2,63.1,58.0,15255,7.89,8.01,5.02
44515,0.52,Premium,F,VS2,62.1,59.0,1600,5.12,5.15,3.19
9368,0.32,Ideal,D,SI1,62.7,54.0,589,4.37,4.4,2.75
44876,0.52,Ideal,G,VS1,62.3,54.0,1629,5.15,5.18,3.22
21551,1.21,Very Good,F,VS1,61.1,61.0,9656,6.79,6.87,4.17
32774,0.34,Ideal,D,SI1,62.0,56.0,803,4.5,4.47,2.78
44953,0.53,Very Good,G,VS1,60.9,56.0,1636,5.24,5.27,3.2
20912,1.12,Premium,G,IF,60.9,57.0,9126,6.79,6.68,4.1
29681,0.35,Ideal,F,SI1,61.1,56.0,707,4.56,4.58,2.79
38561,0.35,Ideal,D,VS1,61.2,56.0,1035,4.54,4.58,2.79
10307,1.18,Very Good,I,SI2,63.5,57.0,4763,6.75,6.8,4.3
49877,0.7,Very Good,H,SI1,63.4,61.0,2176,5.62,5.58,3.55
46494,0.52,Ideal,F,VS1,62.3,55.0,1778,5.16,5.21,3.23
41719,0.34,Ideal,E,IF,62.0,56.0,1243,4.5,4.47,2.78
8863,0.92,Premium,E,SI1,62.2,58.0,4482,6.23,6.18,3.86
12179,1.02,Good,E,SI1,63.2,61.0,5183,6.31,6.37,4.01
47564,0.51,Good,G,VVS2,63.1,58.0,1875,5.07,5.11,3.21
53107,0.8,Very Good,G,SI2,63.0,55.0,2616,5.92,5.95,3.74
8595,1.03,Ideal,E,SI2,62.5,56.0,4441,6.45,6.48,4.04
39991,0.41,Ideal,F,VS2,61.1,56.0,1107,4.83,4.8,2.94
37546,0.39,Ideal,D,VS1,61.8,54.0,988,4.69,4.73,2.91
18318,1.0,Premium,E,VS1,61.1,60.0,7452,6.41,6.43,3.92
1094,0.73,Good,E,VS2,63.2,56.0,2912,5.75,5.76,3.64
10045,0.31,Ideal,I,SI1,62.5,56.0,418,4.29,4.35,2.7
52479,0.73,Ideal,I,VVS2,62.3,55.0,2519,5.77,5.76,3.59
20020,0.3,Good,E,SI2,63.5,55.0,421,4.27,4.3,2.72
33061,0.3,Ideal,F,VVS1,61.9,57.0,814,4.3,4.32,2.67
3497,0.92,Premium,F,SI1,58.5,57.0,3400,6.39,6.37,3.73
44933,0.51,Ideal,D,VS2,61.7,56.0,1633,5.12,5.15,3.17
25728,1.54,Ideal,G,VS1,62.0,57.0,14650,7.4,7.45,4.6
44149,0.54,Ideal,F,VS2,62.0,55.0,1563,5.25,5.32,3.28
34988,0.34,Ideal,E,VS1,62.0,57.0,881,4.49,4.44,2.77
8729,0.27,Good,E,VVS1,63.9,57.0,586,4.07,4.1,2.61
19106,1.51,Good,F,SI2,62.9,55.0,7875,7.22,7.28,4.56
22380,1.51,Premium,I,VS1,61.1,61.0,10401,7.37,7.32,4.49
9322,0.9,Ideal,D,SI1,62.5,57.0,4579,6.12,6.2,3.85
41072,0.41,Ideal,F,VVS2,60.6,57.0,1192,4.86,4.81,2.93
53801,0.53,Ideal,D,VVS1,62.0,57.0,2732,5.16,5.2,3.21
53224,0.5,Ideal,D,VVS2,61.8,54.1,2639,5.1,5.14,3.16
31605,0.3,Very Good,J,VS2,61.6,61.0,368,4.28,4.33,2.65
53559,0.71,Premium,G,VS2,60.3,60.0,2694,5.81,5.76,3.49
13338,1.19,Premium,D,SI2,58.8,58.0,5504,7.04,6.9,4.1
43262,0.3,Premium,J,VS1,62.6,60.0,506,4.28,4.22,2.66
1189,0.7,Premium,F,VVS2,61.0,57.0,2932,5.8,5.71,3.51
5446,1.0,Fair,H,SI1,55.2,64.0,3830,6.69,6.64,3.68
23387,0.3,Good,I,IF,63.3,56.0,631,4.21,4.26,2.68
10298,1.01,Very Good,I,SI1,62.9,58.0,4759,6.36,6.4,4.01
8640,1.0,Premium,I,VS2,61.6,59.0,4452,6.47,6.39,3.96
38947,0.31,Ideal,H,VS2,62.2,55.0,489,4.35,4.37,2.71
36778,0.3,Ideal,E,VVS1,61.8,56.0,956,4.31,4.3,2.66
27437,2.21,Ideal,I,SI1,61.6,57.0,18062,8.38,8.43,5.18
9237,1.01,Premium,H,SI1,59.8,60.0,4559,6.48,6.52,3.89
16297,1.0,Premium,F,VS2,61.9,59.0,6521,6.36,6.41,3.95
37792,0.38,Ideal,E,VS1,62.1,56.0,1000,4.62,4.65,2.88
45247,0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56
51473,0.73,Ideal,H,SI1,62.9,58.0,2377,5.72,5.75,3.61
28177,0.3,Very Good,D,VS1,60.1,58.0,666,4.35,4.37,2.62
27729,2.0,Very Good,F,SI1,57.9,60.0,18759,8.28,8.34,4.81
43348,0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
32609,0.31,Ideal,H,VVS2,62.3,55.0,802,4.37,4.36,2.72
17882,1.33,Ideal,H,SI1,62.7,56.0,7217,7.04,6.99,4.4
37210,0.34,Ideal,G,IF,60.9,56.0,974,4.5,4.53,2.75
28143,0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
10507,1.02,Ideal,D,SI1,62.1,53.0,4798,6.43,6.38,3.98
20242,1.13,Ideal,F,VS1,61.1,56.0,8674,6.7,6.79,4.12
3890,0.73,Ideal,G,VVS1,61.6,56.0,3487,5.77,5.82,3.57
37990,0.32,Premium,F,VVS2,61.8,60.0,1008,4.41,4.36,2.71
39522,0.51,Ideal,I,SI1,62.2,56.0,1080,5.12,5.08,3.17
42902,0.51,Good,E,SI1,57.4,62.0,1361,5.29,5.24,3.02
888,0.7,Premium,F,VS1,59.0,59.0,2874,5.79,5.77,3.41
17440,1.24,Ideal,G,SI1,60.5,60.0,6994,6.97,6.91,4.2
20106,1.5,Very Good,G,SI2,60.7,61.0,8580,7.33,7.36,4.46
47149,0.71,Fair,H,VS2,62.1,70.0,1832,5.67,5.6,3.5
37256,0.31,Premium,G,VVS1,58.0,62.0,977,4.47,4.42,2.58
26855,1.71,Premium,F,VS2,60.8,58.0,16779,7.79,7.7,4.71
40121,0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
17265,1.01,Good,D,VS2,61.8,59.0,6912,6.28,6.35,3.9
492,0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34
37708,0.4,Ideal,G,VVS1,62.6,57.0,995,4.66,4.73,2.94
17212,1.01,Premium,G,VS1,61.7,56.0,6882,6.53,6.46,4.01
833,0.82,Ideal,F,SI2,62.3,56.0,2867,5.99,5.95,3.72
31417,0.3,Ideal,G,VVS1,61.9,54.0,764,4.33,4.36,2.69
32140,0.32,Ideal,F,VVS2,61.2,57.0,786,4.4,4.43,2.7
28220,0.33,Very Good,G,VS1,59.7,61.0,666,4.44,4.47,2.66
48083,0.71,Very Good,J,SI1,59.2,58.0,1932,5.86,5.9,3.48
51782,0.8,Very Good,I,VS2,63.3,55.0,2414,5.88,5.93,3.74
47048,0.59,Ideal,D,SI1,62.5,55.0,1820,5.35,5.4,3.36
53773,0.7,Ideal,D,SI1,62.5,55.0,2726,5.68,5.72,3.56
50503,0.71,Ideal,I,VS2,62.1,57.0,2270,5.72,5.64,3.53
33412,0.32,Good,F,VS2,63.6,57.0,828,4.37,4.34,2.77
53388,0.76,Very Good,H,SI1,61.6,58.0,2663,5.88,5.91,3.63
30334,0.38,Premium,J,VS2,60.5,60.0,727,4.68,4.64,2.82
23806,1.73,Premium,G,VS1,61.6,60.0,11867,7.67,7.62,4.71
49078,0.74,Fair,G,SI1,64.8,59.0,2060,5.63,5.6,3.64
9256,0.97,Premium,F,SI1,62.7,59.0,4561,6.28,6.31,3.95
13604,1.2,Very Good,H,SI1,62.8,58.0,5567,6.73,6.8,4.25
45039,0.55,Ideal,E,VS2,62.0,56.0,1639,5.26,5.25,3.26
19300,1.01,Premium,G,VVS2,61.2,58.0,8016,6.45,6.49,3.96
46690,0.5,Very Good,G,VVS2,63.0,58.0,1791,4.98,5.02,3.15
40967,0.51,Very Good,E,SI2,58.3,61.9,1180,5.19,5.2,3.04
46522,0.51,Ideal,G,VS1,61.0,55.0,1781,5.21,5.11,3.15
11340,1.01,Premium,F,SI1,59.7,61.0,4989,6.55,6.49,3.89
42529,0.4,Ideal,F,VVS1,61.7,56.0,1323,4.75,4.72,2.92
50867,0.71,Ideal,H,SI1,61.1,57.0,2313,5.71,5.75,3.5
23265,1.57,Premium,H,VS1,59.8,60.0,11272,7.63,7.56,4.54
53638,0.3,Ideal,D,SI1,61.0,57.0,552,4.29,4.33,2.63
48509,0.61,Very Good,E,SI1,62.2,60.0,1983,5.44,5.4,3.37
3108,0.71,Very Good,F,VS2,63.0,54.0,3323,5.7,5.72,3.6
8712,0.23,Ideal,E,VS1,61.5,54.0,586,3.96,3.97,2.44
44341,0.5,Very Good,D,VS2,63.8,56.0,1580,5.05,5.08,3.23
42235,0.54,Ideal,H,SI1,60.6,57.0,1291,5.28,5.32,3.21
4319,0.9,Good,E,SI2,65.8,60.0,3595,5.94,5.97,3.92
3881,0.9,Very Good,I,VS1,63.5,57.0,3484,6.06,6.03,3.84
48368,0.56,Ideal,D,VS2,62.1,57.0,1963,5.25,5.28,3.27
17501,1.29,Ideal,H,SI1,62.1,55.0,7036,6.96,7.0,4.34
22857,1.61,Very Good,E,SI2,63.0,59.9,10891,7.42,7.45,4.68
